label,text
ham,Don't forget the project submission. Hold attack whether tend race then budget make.
spam,Earn money fast from home without investment.
ham,Happy birthday! Have a great day. Green huge ground new hundred.
ham,"Dinner is ready, come home soon. Turn give far walk difficult eight recently either."
ham,Happy birthday! Have a great day.
ham,Let's attend the class together. Industry fly worker civil.
spam,You have won a lottery worth $68694.
ham,Happy birthday! Have a great day.
spam,Urgent! Verify your bank account immediately.
spam,Free vacation tickets available now.
spam,Claim your free iPhone today.
spam,Limited time offer! Buy now and save huge.
spam,Earn money fast from home without investment.
ham,Can you call me when you are free?
spam,Limited time offer! Buy now and save huge.
ham,Let's attend the class together.
spam,Limited time offer! Buy now and save huge.
ham,Thanks for helping me yesterday.
spam,Claim your free iPhone today.
spam,Limited time offer! Buy now and save huge.
spam,Urgent! Verify your bank account immediately.
ham,Happy birthday! Have a great day.
ham,"Dinner is ready, come home soon. Eye black respond site."
ham,Please send me the assignment notes. Ahead leg let.
spam,Urgent! Verify your bank account immediately.
spam,You have won a lottery worth $55083.
spam,Urgent! Verify your bank account immediately.
spam,You have won a lottery worth $17742.
spam,Exclusive deal just for you. Click the link.
ham,Thanks for helping me yesterday. Parent answer guy pay early she.
ham,Don't forget the project submission.
ham,Your order has been delivered successfully. Tax body easy try PM benefit reduce.
ham,"Dinner is ready, come home soon."
spam,Get rich quickly with this secret method.
ham,Your order has been delivered successfully. Five help lose or possible.
ham,Please send me the assignment notes. Treat down nice natural information drop.
spam,Get rich quickly with this secret method.
ham,Let's attend the class together.
spam,Earn money fast from home without investment.
ham,"Hey, are we meeting tomorrow? Bit simply side risk direction."
ham,Don't forget the project submission.
ham,Meeting has been shifted to 3 PM. Majority yourself a firm capital there parent.
spam,Exclusive deal just for you. Click the link.
spam,Free vacation tickets available now.
ham,Can you call me when you are free?
spam,Free vacation tickets available now.
spam,Your account has been selected for a free reward.
spam,You have won a lottery worth $67631.
spam,Free vacation tickets available now.
ham,Can you call me when you are free?
spam,Your account has been selected for a free reward.
ham,"Dinner is ready, come home soon. College sport serious view race mouth improve."
ham,"Dinner is ready, come home soon."
ham,Please send me the assignment notes.
ham,Please send me the assignment notes. Ready senior laugh major serve.
spam,Free vacation tickets available now.
spam,Your account has been selected for a free reward.
ham,Happy birthday! Have a great day. Represent education set remain between decade.
spam,Limited time offer! Buy now and save huge.
ham,Can you call me when you are free? Box whatever nice even Democrat beyond.
ham,Thanks for helping me yesterday. Less quickly tend glass.
spam,Congratulations! You won $46723 cash prize. Click now!
spam,Your account has been selected for a free reward.
spam,Free vacation tickets available now.
spam,Urgent! Verify your bank account immediately.
ham,Meeting has been shifted to 3 PM. Up coach also expect environmental loss doctor.
ham,"Hey, are we meeting tomorrow? Medical whatever want less authority."
ham,Let's attend the class together.
spam,Exclusive deal just for you. Click the link.
spam,Congratulations! You won $13685 cash prize. Click now!
spam,Urgent! Verify your bank account immediately.
ham,Meeting has been shifted to 3 PM. Determine war future near.
spam,Claim your free iPhone today.
ham,"Hey, are we meeting tomorrow?"
ham,"Dinner is ready, come home soon. Guess him budget."
spam,Earn money fast from home without investment.
ham,Please send me the assignment notes. Still determine peace.
ham,Don't forget the project submission.
spam,Urgent! Verify your bank account immediately.
spam,Urgent! Verify your bank account immediately.
ham,Meeting has been shifted to 3 PM.
ham,Thanks for helping me yesterday. Reduce evening film break soldier.
ham,Can you call me when you are free? Third push expect give general according.
spam,Get rich quickly with this secret method.
spam,Congratulations! You won $44127 cash prize. Click now!
ham,Your order has been delivered successfully. Public town country they however sort board.
spam,Your account has been selected for a free reward.
spam,Congratulations! You won $55468 cash prize. Click now!
spam,Free vacation tickets available now.
spam,Congratulations! You won $56013 cash prize. Click now!
spam,Earn money fast from home without investment.
spam,Free vacation tickets available now.
ham,Your order has been delivered successfully.
ham,Can you call me when you are free?
spam,Earn money fast from home without investment.
ham,Can you call me when you are free? Seat stock PM item peace course Congress.
ham,"Dinner is ready, come home soon."
ham,Your order has been delivered successfully. Former serious central direction.
ham,Happy birthday! Have a great day. Box couple wonder because.
spam,Urgent! Verify your bank account immediately.
spam,You have won a lottery worth $26883.
ham,Don't forget the project submission. Century order case lot eight usually.
spam,Limited time offer! Buy now and save huge.
spam,Your account has been selected for a free reward.
spam,Limited time offer! Buy now and save huge.
ham,Let's attend the class together.
spam,Exclusive deal just for you. Click the link.
spam,Congratulations! You won $17331 cash prize. Click now!
spam,Exclusive deal just for you. Click the link.
spam,Urgent! Verify your bank account immediately.
spam,Congratulations! You won $25652 cash prize. Click now!
ham,Happy birthday! Have a great day.
spam,Exclusive deal just for you. Click the link.
spam,Free vacation tickets available now.
ham,Your order has been delivered successfully.
ham,Can you call me when you are free? Hand focus audience forward spring research line.
spam,Get rich quickly with this secret method.
spam,You have won a lottery worth $6274.
ham,Let's attend the class together. Officer born strategy itself.
spam,Exclusive deal just for you. Click the link.
ham,Happy birthday! Have a great day.
spam,Your account has been selected for a free reward.
ham,Happy birthday! Have a great day. Entire necessary seven physical peace skin surface.
ham,Meeting has been shifted to 3 PM.
ham,Your order has been delivered successfully. Pass term agent.
ham,Can you call me when you are free?
spam,You have won a lottery worth $2008.
spam,Exclusive deal just for you. Click the link.
spam,Get rich quickly with this secret method.
spam,Free vacation tickets available now.
ham,Meeting has been shifted to 3 PM.
ham,Your order has been delivered successfully.
spam,Exclusive deal just for you. Click the link.
spam,Get rich quickly with this secret method.
ham,Let's attend the class together.
spam,Get rich quickly with this secret method.
spam,Get rich quickly with this secret method.
ham,Meeting has been shifted to 3 PM.
spam,You have won a lottery worth $29279.
spam,Congratulations! You won $16863 cash prize. Click now!
ham,Meeting has been shifted to 3 PM.
spam,Congratulations! You won $85433 cash prize. Click now!
ham,Don't forget the project submission.
ham,Can you call me when you are free? Hand central best probably family try.
ham,Meeting has been shifted to 3 PM. Feeling political usually anything police.
spam,You have won a lottery worth $85514.
spam,You have won a lottery worth $30524.
ham,Please send me the assignment notes. Act maybe alone forward state off reason property.
ham,Your order has been delivered successfully. Organization nation figure reflect.
spam,Congratulations! You won $43071 cash prize. Click now!
ham,Meeting has been shifted to 3 PM.
ham,Please send me the assignment notes. Type option college level easy support of moment.
